Id,SalePrice
1650,111565.913888
1651,122341.37226
1652,97772.9669471
1653,100449.845428
1654,144364.373322
1655,136668.936979
1656,140063.006653
1657,146201.275427
1658,142462.618903
1659,116559.868789
1660,149114.281376
1661,455266.803539
1662,413818.407226
1663,392039.115199
1664,502736.10761
1665,306981.013971
1666,341132.950578
1667,399557.355008
1668,344019.753868
1669,303186.5242
1670,351976.882067
1671,277644.842985
1672,431819.470953
1673,297558.211662
1674,248744.254302
1675,199571.204861
1676,198033.316493
1677,226441.733401
1678,452783.520813
1679,400000.51266
1680,339060.505622
1681,248072.837178
1682,320494.47297
1683,186970.73255
1684,176353.6162
1685,172343.881027
1686,166127.029543
1687,168118.848127
1688,189329.642539
1689,194831.327503
1690,196646.816005
1691,185915.74741
1692,259951.935601
1693,172238.415165
1694,185202.992085
1695,164101.495949
1696,271015.878259
1697,171674.892512
1698,360053.287974
1699,314735.851124
1700,256464.009884
1701,271622.792432
1702,246998.97072
1703,246286.518644
1704,286837.62645
1705,241879.796142
1706,441590.053525
1707,212643.300714
1708,205081.482149
1709,261427.615688
1710,220172.497373
1711,263965.73886
1712,256463.876006
1713,272557.518506
1714,226560.097613
1715,209053.445063
1716,181781.159984
1717,175500.723211
1718,132188.389113
1719,205839.263173
1720,236579.311446
1721,165444.70714
1722,128361.259186
1723,157288.516566
1724,199209.807434
1725,232673.20459
1726,184587.258
1727,151745.422593
1728,178849.435732
1729,166651.000075
1730,153237.846929
1731,117046.81227
1732,127046.566493
1733,113162.857486
1734,116738.297482
1735,129835.144166
1736,108100.1024
1737,301013.133697
1738,246116.46926
1739,241127.312521
1740,211327.077011
1741,186573.565866
1742,172136.485704
1743,177434.588678
1744,312215.915494
1745,217945.252227
1746,183096.441256
1747,218495.456119
1748,222532.416109
1749,145326.106232
1750,124430.529598
1751,241492.078087
1752,116416.22993
1753,148580.971287
1754,191926.422986
1755,165720.587154
1756,126674.024406
1757,119750.675783
1758,149025.880285
1759,164532.060574
1760,162444.715239
1761,138242.403251
1762,176152.541885
1763,181265.497001
1764,114450.045789
1765,173447.054448
1766,186339.667364
1767,217086.014967
1768,146127.696118
1769,168342.658567
1770,150159.989575
1771,116310.957753
1772,135721.234729
1773,123342.209716
1774,140132.548694
1775,142875.679201
1776,126259.987323
1777,106739.210613
1778,139969.430895
1779,117005.853855
1780,181026.622496
1781,128113.498005
1782,83307.5769868
1783,144577.947793
1784,107127.951906
1785,122232.22508
1786,130294.306019
1787,161524.683392
1788,56655.1384697
1789,98423.365393
1790,73816.025888
1791,176552.51215
1792,159220.72269
1793,127589.552917
1794,150298.234985
1795,139217.158554
1796,126637.542037
1797,109752.398865
1798,119514.274324
1799,109755.575689
1800,129440.382623
1801,131250.764319
1802,129748.636606
1803,146960.575957
1804,141966.17321
1805,137586.42513
1806,127783.938887
1807,131330.742125
1808,124314.841199
1809,123887.970186
1810,137082.123406
1811,89152.0398963
1812,98189.2907514
1813,124994.929936
1814,90129.3346019
1815,55396.3512307
1816,96737.9470764
1817,107870.317335
1818,152199.218014
1819,128344.978012
1820,61963.013865
1821,104985.006304
1822,150301.815187
1823,48365.2115561
1824,126761.010676
1825,137477.977566
1826,106281.827633
1827,99273.1557283
1828,130452.807659
1829,112496.295976
1830,145128.39763
1831,146712.58841
1832,74387.0148774
1833,134301.089146
1834,123607.084948
1835,123774.001633
1836,123534.028988
1837,83724.1657356
1838,128757.2841
1839,92261.6685146
1840,144382.508536
1841,140680.500753
1842,85957.4239363
1843,124149.115318
1844,136064.618966
1845,138528.725302
1846,148617.120787
1847,174462.227258
1848,52656.1566954
1849,108286.901173
1850,117202.717647
1851,160494.976788
1852,124873.146832
1853,127746.009561
1854,162397.478655
1855,145126.953221
1856,220443.60802
1857,142238.565176
1858,131580.80133
1859,117504.191156
1860,146127.697983
1861,116755.553638
1862,286093.16885
1863,269494.766298
1864,269530.86183
1865,333329.574726
1866,325064.760606
1867,221925.782638
1868,290674.072102
1869,204080.951155
1870,219549.662155
1871,244210.689309
1872,171312.147257
1873,245825.551964
1874,151852.323823
1875,203017.382594
1876,198094.595313
1877,212008.710793
1878,199823.200448
1879,129388.536635
1880,132961.264053
1881,243209.226057
1882,245354.736911
1883,187961.391474
1884,208024.865438
1885,241206.410972
1886,287587.624219
1887,210114.364157
1888,261491.576759
1889,166304.114767
1890,123294.074908
1891,142064.108645
1892,98054.686947
1893,132163.710729
1894,127226.72088
1895,139990.752779
1896,127344.938064
1897,111148.057982
1898,112768.620305
1899,163603.284424
1900,152695.876617
1901,166308.322938
1902,154419.575048
1903,212486.361733
1904,136845.659013
1905,203879.474487
1906,154915.563654
1907,213779.356697
1908,108608.338257
1909,129228.345451
1910,119403.061314
1911,214223.843442
1912,332922.024454
1913,142200.518408
1914,64893.0041204
1915,309024.534883
1916,65496.746501
1917,249037.178501
1918,140388.648167
1919,178464.984506
1920,154151.450333
1921,392985.07313
1922,311342.991128
1923,226991.520751
1924,230883.018654
1925,202020.421704
1926,385263.073017
1927,138939.804724
1928,148402.20996
1929,127051.79355
1930,131186.011155
1931,141608.322296
1932,145881.213434
1933,182614.905561
1934,182013.727215
1935,169875.435808
1936,197008.784781
1937,182081.010801
1938,169171.378658
1939,254530.492078
1940,186405.521809
1941,171508.202534
1942,182355.020408
1943,209791.274552
1944,361902.149998
1945,390920.26622
1946,140754.267827
1947,315075.078438
1948,169111.68668
1949,244459.463529
1950,188038.642378
1951,252389.091761
1952,212224.716792
1953,164117.535577
1954,184754.084769
1955,140644.313113
1956,290125.523693
1957,153064.958202
1958,294024.219339
1959,145425.257716
1960,113628.193845
1961,117381.708671
1962,97054.0203835
1963,105050.630177
1964,109719.146748
1965,144471.646339
1966,133687.629709
1967,297178.962864
1968,437694.620715
1969,404314.189827
1970,429675.318476
1971,466356.101564
1972,373548.644623
1973,277031.932937
1974,334821.029387
1975,518496.818275
1976,275886.545426
1977,368007.476007
1978,378496.848623
1979,327811.71778
1980,207847.166016
1981,347324.31247
1982,224434.176562
1983,208360.699985
1984,174378.829799
1985,221210.607173
1986,212770.755967
1987,182453.17782
1988,175169.363794
1989,192122.501452
1990,210747.024319
1991,238410.408759
1992,213258.457792
1993,171323.144864
1994,232760.739679
1995,189033.061559
1996,249240.673071
1997,319291.041938
1998,329512.502627
1999,279449.746318
2000,325688.384244
2001,273438.221039
2002,250321.94986
2003,264834.408381
2004,286850.375721
2005,228823.398805
2006,224444.138656
2007,242604.49176
2008,214361.13996
2009,193538.197625
2010,189460.512259
2011,143995.552087
2012,170730.182075
2013,178471.346951
2014,182263.236897
2015,198731.397282
2016,190949.900772
2017,196694.827592
2018,118673.599436
2019,131376.595407
2020,109453.84045
2021,97918.5980752
2022,181662.980127
2023,140846.70907
2024,268315.508268
2025,371261.142625
2026,176322.511401
2027,157383.441042
2028,150759.914593
2029,166835.766463
2030,262671.124986
2031,228558.912216
2032,247129.932591
2033,252138.980534
2034,169742.687468
2035,226818.237419
2036,196643.501159
2037,201102.709599
2038,295745.123173
2039,219606.062709
2040,279672.262911
2041,295509.825159
2042,209278.214347
2043,178516.464765
2044,168426.913221
2045,214799.48597
2046,144946.671417
2047,144440.405606
2048,140893.666513
2049,141595.068928
2050,179572.422491
2051,105059.898466
2052,123358.282253
2053,150455.834969
2054,89656.4840428
2055,150680.258611
2056,146636.774147
2057,115405.608839
2058,215232.815292
2059,136625.617311
2060,178525.488434
2061,173665.184006
2062,129538.104498
2063,119824.067662
2064,144101.641378
2065,116963.671958
2066,160697.370614
2067,106885.083835
2068,142733.622315
2069,84570.3522142
2070,114748.80303
2071,92688.463217
2072,129234.094226
2073,137228.670104
2074,184348.680723
2075,149771.056567
2076,112665.591685
2077,156281.850668
2078,122761.933864
2079,134550.761535
2080,120013.330158
2081,124295.622762
2082,118675.709513
2083,144953.275721
2084,109630.504196
2085,119179.239266
2086,114288.553111
2087,126021.070176
2088,95063.8313474
2089,76046.3372125
2090,129338.757592
2091,114288.568929
2092,122968.053231
2093,115784.379728
2094,107995.312488
2095,146577.709673
2096,81353.2545889
2097,95835.7740215
2098,144402.427534
2099,52603.231
2100,74651.2635021
2101,110135.498119
2102,132135.564276
2103,106957.446903
2104,141248.829815
2105,127133.190141
2106,58909.7405243
2107,201226.875024
2108,113806.376554
2109,112160.850551
2110,127823.150934
2111,147475.188262
2112,134554.435539
2113,126911.964035
2114,122715.862753
2115,166591.296821
2116,117250.831226
2117,154606.81394
2118,125510.790828
2119,115700.427629
2120,114893.564104
2121,89601.4857432
2122,114454.261472
2123,84153.8817304
2124,155630.978402
2125,124967.852269
2126,144306.504409
2127,166091.876133
2128,127129.622541
2129,91797.5090083
2130,132947.86008
2131,138247.705019
2132,114958.96299
2133,123679.524455
2134,112986.856974
2135,87688.2574073
2136,73056.6305905
2137,105053.816825
2138,135887.479198
2139,147779.814794
2140,136872.214365
2141,150525.747631
2142,126574.08895
2143,139054.610902
2144,115227.485122
2145,137818.05189
2146,164609.747768
2147,141679.959213
2148,138784.496635
2149,146850.694652
2150,243898.526022
2151,111448.191779
2152,174775.797636
2153,162711.648621
2154,105713.986737
2155,142392.263043
2156,246162.452418
2157,226272.703353
2158,233323.096766
2159,207550.309298
2160,179728.453245
2161,234603.744397
2162,377281.46509
2163,338583.313091
2164,240726.947018
2165,212098.954462
2166,155018.739928
2167,224967.740731
2168,197851.852248
2169,198575.68419
2170,216510.80626
2171,154667.918793
2172,130991.478123
2173,165478.816413
2174,226682.667332
2175,285517.434992
2176,308298.959829
2177,237533.979989
2178,208679.154018
2179,137692.411621
2180,213602.318384
2181,190317.190998
2182,219414.212855
2183,189563.835907
2184,118213.14447
2185,127423.200494
2186,145760.782649
2187,154108.492919
2188,156137.375655
2189,250340.380702
2190,81030.8986075
2191,83887.7956502
2192,94169.3197813
2193,108705.135349
2194,106013.341853
2195,109200.357296
2196,102156.535846
2197,120756.677436
2198,163311.124234
2199,174412.776089
2200,148354.519975
2201,144016.873717
2202,217219.576439
2203,136284.463384
2204,182784.191899
2205,123145.231769
2206,141066.980765
2207,201126.07397
2208,266847.525146
2209,235603.529578
2210,116669.229672
2211,111443.636817
2212,118680.234707
2213,108683.419525
2214,124161.746685
2215,102946.799186
2216,145760.037533
2217,52808.9729804
2218,87359.7755127
2219,78880.6426231
2220,73840.5270731
2221,309875.120808
2222,277644.03185
2223,274223.037956
2224,206240.77133
2225,119855.782238
2226,191767.715928
2227,202514.207539
2228,265485.127532
2229,254342.859956
2230,155282.340201
2231,214354.119556
2232,182144.183678
2233,184005.843608
2234,241718.052124
2235,226379.474707
2236,265067.275894
2237,321899.474914
2238,193237.017186
2239,110623.024218
2240,159944.132863
2241,152634.889405
2242,120091.283651
2243,129713.47539
2244,102810.44259
2245,98005.2494937
2246,149770.784266
2247,110064.695274
2248,125173.246946
2249,122340.491728
2250,132095.488937
2251,105829.068892
2252,172143.099591
2253,152335.026904
2254,172234.73325
2255,185270.186767
2256,176667.643731
2257,202171.54207
2258,159281.091291
2259,175252.126394
2260,142766.959878
2261,191069.064417
2262,207928.14154
2263,371470.971058
2264,471041.658528
2265,164355.409729
2266,296555.818349
2267,375778.187203
2268,420002.533009
2269,145570.466568
2270,194516.476063
2271,215860.171229
2272,200452.908852
2273,166198.400151
2274,177119.731445
2275,156757.663765
2276,191502.748128
2277,183965.937194
2278,146223.802587
2279,123637.284087
2280,122176.609551
2281,161265.076633
2282,178613.765948
2283,108884.065605
2284,115406.810459
2285,139651.022096
2286,122262.808424
2287,377077.898943
2288,278305.415485
2289,395405.094105
2290,473980.459986
2291,332641.0895
2292,441434.072483
2293,488591.508679
2294,411195.95957
2295,471084.434916
2296,306862.552851
2297,345717.778048
2298,347597.271286
2299,365974.44068
2300,336514.913324
2301,307523.267563
2302,257425.841482
2303,248639.377118
2304,255196.61235
2305,199663.47417
2306,196386.345622
2307,202570.485476
2308,232339.673863
2309,286674.51733
2310,217746.38689
2311,203982.450405
2312,177967.360787
2313,172836.736184
2314,173942.867947
2315,178992.122381
2316,188263.276031
2317,186512.328334
2318,178637.127141
2319,183307.440181
2320,184477.943202
2321,235345.550935
2322,177260.400469
2323,191209.670341
2324,176754.181124
2325,216837.075023
2326,173772.508993
2327,204327.711086
2328,224247.776847
2329,191850.83949
2330,181431.427915
2331,363032.601469
2332,400330.841675
2333,327344.022771
2334,258488.336361
2335,280877.240017
2336,319459.622982
2337,201813.391986
2338,275938.483785
2339,224028.617563
2340,404150.861977
2341,224017.032557
2342,240624.189261
2343,235875.608965
2344,221605.816062
2345,239685.291994
2346,215036.974699
2347,197409.481645
2348,244698.570183
2349,179970.193751
2350,299541.412223
2351,265525.459795
2352,248687.898227
2353,241838.48281
2354,135064.891589
2355,141890.236233
2356,155112.402473
2357,187334.093534
2358,197733.550921
2359,134388.962535
2360,113245.333019
2361,147874.379743
2362,268421.843536
2363,137520.140816
2364,155107.98202
2365,218307.866691
2366,187948.630618
2367,221303.608187
2368,211346.435209
2369,218516.022721
2370,167787.990123
2371,165870.780105
2372,190919.806523
2373,280640.566251
2374,320845.848388
2375,248833.100524
2376,294010.953524
2377,355286.940012
2378,144151.209345
2379,203686.958885
2380,146894.928351
2381,164950.591724
2382,210308.186841
2383,201930.600077
2384,239769.577094
2385,164555.11532
2386,133147.1178
2387,134887.34557
2388,104693.330967
2389,122004.875656
2390,147484.072376
2391,146196.658706
2392,117946.575639
2393,167120.199552
2394,143654.724644
2395,205713.089649
2396,145190.905367
2397,222976.977841
2398,126810.775526
2399,59099.8855073
2400,57616.8920547
2401,117602.623826
2402,137340.941701
2403,146422.271384
2404,152742.367158
2405,159557.164097
2406,141026.814862
2407,125500.912065
2408,155457.171667
2409,123662.543427
2410,167606.657744
2411,114269.557227
2412,154887.33974
2413,130759.265754
2414,152711.09206
2415,134026.437599
2416,128226.741184
2417,134136.075867
2418,132776.206102
2419,129477.471528
2420,122110.102825
2421,149283.86412
2422,108363.986164
2423,119308.392937
2424,152241.618027
2425,185314.141086
2426,128197.149328
2427,133458.932952
2428,171569.719593
2429,113594.939228
2430,132137.223998
2431,104980.29061
2432,143699.344633
2433,141331.115717
2434,136692.34567
2435,150131.071275
2436,108598.929615
2437,109054.620037
2438,121281.765413
2439,107068.779344
2440,119344.999109
2441,92984.5540369
2442,96304.4187757
2443,125855.058826
2444,131018.782648
2445,90211.7269171
2446,142662.515621
2447,185109.624291
2448,127142.691218
2449,111678.865986
2450,148862.778128
2451,131443.425931
2452,194137.114244
2453,94828.717239
2454,120311.886793
2455,111433.343171
2456,135865.716017
2457,132125.692208
2458,126065.728281
2459,112199.079288
2460,135233.087536
2461,130419.768086
2462,139704.193382
2463,126367.45746
2464,186848.449758
2465,140008.465735
2466,108896.144184
2467,131773.224632
2468,79204.7525903
2469,77448.7320309
2470,185399.369813
2471,210974.569986
2472,164468.930808
2473,108553.002571
2474,64913.26086
2475,213801.586054
2476,120833.090775
2477,126255.710377
2478,146230.169978
2479,102405.473337
2480,146431.146261
2481,122424.094061
2482,124896.74435
2483,109990.252723
2484,121083.878334
2485,127719.451987
2486,147370.854753
2487,166625.278204
2488,161852.964745
2489,145728.89463
2490,139877.989806
2491,90380.7187837
2492,193585.483919
2493,161178.064601
2494,144316.329405
2495,90640.9603768
2496,243015.737468
2497,156646.838532
2498,107282.208804
2499,87048.6938196
2500,122837.883729
2501,143124.108104
2502,145540.02205
2503,92434.7698598
2504,166825.253548
2505,221324.581058
2506,249001.036626
2507,279612.21178
2508,249710.530762
2509,212674.525716
2510,215430.134054
2511,173779.000584
2512,207653.678628
2513,217201.84591
2514,253512.608741
2515,149071.96168
2516,174380.803357
2517,149230.654633
2518,157061.186171
2519,232128.253895
2520,210926.913549
2521,187472.104341
2522,222673.93372
2523,117846.582987
2524,138100.909189
2525,149185.280674
2526,138132.632424
2527,120658.164397
2528,125972.262226
2529,135393.80345
2530,125728.614621
2531,260967.809006
2532,225821.173643
2533,193719.735436
2534,227794.225174
2535,301782.869454
2536,231807.341069
2537,235215.261649
2538,185449.877186
2539,187393.836699
2540,177518.340989
2541,183819.555525
2542,166013.389216
2543,121974.721404
2544,123047.766413
2545,138678.608462
2546,128285.208129
2547,137373.44147
2548,148992.677819
2549,158990.187766
2550,667840.123249
2551,143897.619323
2552,127083.814802
2553,77677.0316133
2554,96581.71541
2555,119818.852471
2556,98882.0939447
2557,105173.516256
2558,137128.506306
2559,144287.762351
2560,151095.366457
2561,146097.940589
2562,142163.90211
2563,148772.169786
2564,205683.866504
2565,138138.381295
2566,162368.54897
2567,136565.720944
2568,201537.680494
2569,217426.700482
2570,114763.316963
2571,195201.544588
2572,146764.496568
2573,228493.44939
2574,303323.476655
2575,132484.631328
2576,118993.928194
2577,136340.113921
2578,85648.7365004
2579,63509.2075549
2580,105268.82766
2581,111967.327959
2582,114460.231337
2583,289937.591241
2584,178494.646077
2585,180346.562271
2586,223692.976088
2587,199689.123627
2588,141440.611082
2589,150481.279978
2590,208071.333783
2591,229636.610938
2592,217535.472625
2593,254925.63075
2594,190535.05425
2595,201614.845434
2596,297026.408144
2597,185230.844707
2598,289633.290561
2599,323616.067228
2600,144927.609303
2601,143086.936093
2602,85293.2038274
2603,92799.8709405
2604,91711.5836354
2605,80107.4375128
2606,147513.290123
2607,200934.740487
2608,194742.642826
2609,172939.778894
2610,111407.46536
2611,118735.971225
2612,159643.828306
2613,133638.441319
2614,126351.649208
2615,158346.262402
2616,143163.93683
2617,185453.872705
2618,195557.264927
2619,197877.995969
2620,188804.504216
2621,173627.211627
2622,182461.316846
2623,235008.378038
2624,303904.053795
2625,301344.379684
2626,170434.950052
2627,163526.639015
2628,462285.738309
2629,476632.469498
2630,376770.725812
2631,489801.70662
2632,400548.395155
2633,306820.962959
2634,421858.028057
2635,158063.313796
2636,181567.021538
2637,181732.692249
2638,264813.555191
2639,183767.104381
2640,153180.799684
2641,104907.690212
2642,185262.09632
2643,103582.037396
2644,124409.68519
2645,111356.314422
2646,97281.6359784
2647,104518.60755
2648,140222.57126
2649,154834.443041
2650,136748.419805
2651,140261.493663
2652,427650.270605
2653,258408.608228
2654,258726.138657
2655,404622.652951
2656,324824.827345
2657,365319.568024
2658,322640.663163
2659,316475.460425
2660,370066.371306
2661,360348.414435
2662,370152.593519
2663,293615.755345
2664,273249.338375
2665,327257.933869
2666,290906.383697
2667,168589.420748
2668,183292.348506
2669,181470.825551
2670,268621.827072
2671,187841.47568
2672,193102.24787
2673,202519.913185
2674,200356.969253
2675,173005.796125
2676,191732.628237
2677,197078.682207
2678,243514.348314
2679,273843.184329
2680,289743.501492
2681,398936.161131
2682,325448.809157
2683,472167.278585
2684,328672.003505
2685,320688.070393
2686,264248.363725
2687,323739.358483
2688,224016.390136
2689,207606.837265
2690,421917.392762
2691,188715.589771
2692,138093.764665
2693,195227.165917
2694,139014.325494
2695,191667.519296
2696,182284.210902
2697,187314.256311
2698,188337.643696
2699,172954.632573
2700,158826.148337
2701,154870.260857
2702,115259.725328
2703,124852.966882
2704,138075.891936
2705,114999.674982
2706,112456.829298
2707,125832.66204
2708,131344.606341
2709,105861.499919
2710,124670.051804
2711,278875.725885
2712,381502.39806
2713,170027.390549
2714,149129.729932
2715,170533.601839
2716,144127.915059
2717,193656.229483
2718,221202.960858
2719,157684.188659
2720,175201.903481
2721,134268.807062
2722,163130.795878
2723,136178.931126
2724,127657.499538
2725,132829.25385
2726,150485.139543
2727,178248.251711
2728,180084.184553
2729,149036.710662
2730,154246.465531
2731,128711.241038
2732,133547.953886
2733,158506.947542
2734,153080.654421
2735,141023.009919
2736,144533.263035
2737,119402.821414
2738,138176.420636
2739,159053.790878
2740,138787.709081
2741,144220.181407
2742,155777.864328
2743,158696.884251
2744,158962.168711
2745,140561.294808
2746,137204.603802
2747,150660.343231
2748,128820.84571
2749,128722.498749
2750,132786.685002
2751,134503.415796
2752,194393.851721
2753,148215.183041
2754,198945.108047
2755,134489.213416
2756,90966.9848533
2757,67452.9768142
2758,82657.9279759
2759,156611.064149
2760,119376.84948
2761,144663.434033
2762,145619.333101
2763,181763.350061
2764,151062.065442
2765,290846.795913
2766,138675.089589
2767,87079.2831045
2768,131517.594123
2769,132133.857614
2770,140644.077188
2771,108345.993443
2772,113993.703618
2773,164505.237217
2774,146194.821707
2775,116601.620562
2776,140529.254134
2777,154206.51771
2778,104848.171661
2779,122493.640408
2780,98271.5776238
2781,97700.7818291
2782,97175.050407
2783,96367.7833026
2784,124002.084128
2785,136751.248368
2786,63355.2058449
2787,127388.524601
2788,76000.9791625
2789,170978.199015
2790,95530.6142654
2791,113844.367485
2792,59358.6974928
2793,167185.315999
2794,92174.7187885
2795,124663.785629
2796,96717.4176909
2797,206926.934281
2798,100348.47823
2799,111900.328614
2800,67663.9772697
2801,102304.007292
2802,130761.628049
2803,159651.429445
2804,132023.220915
2805,104937.622343
2806,84854.9420129
2807,162532.600491
2808,143150.580862
2809,135064.264937
2810,127739.15659
2811,156499.462216
2812,155674.276493
2813,154402.085128
2814,156216.02781
2815,94900.9022123
2816,240510.585808
2817,155956.516943
2818,129557.263949
2819,172945.663737
2820,142594.042564
2821,102161.47672
2822,195711.806472
2823,302069.03374
2824,180912.645276
2825,143944.243867
2826,135324.964205
2827,138099.040737
2828,210270.76816
2829,200200.457818
2830,225530.552063
2831,175035.126033
2832,254359.881902
2833,292121.255711
2834,222683.385406
2835,219305.255721
2836,190259.905397
2837,155787.532735
2838,152332.173934
2839,174474.898777
2840,204877.254732
2841,204545.47658
2842,229096.585932
2843,151717.657253
2844,169170.827771
2845,125532.429523
2846,207715.311528
2847,201472.30115
2848,216972.179321
2849,200549.431737
2850,272835.657001
2851,220640.757327
2852,233650.019507
2853,238955.881024
2854,139457.766156
2855,200951.578302
2856,202007.988505
2857,187184.799935
2858,204060.99878
2859,119178.017101
2860,130235.243914
2861,126719.449737
2862,192228.86463
2863,127474.505339
2864,237133.874577
2865,143582.894477
2866,142014.356073
2867,101667.727573
2868,96014.1614075
2869,106411.423316
2870,124876.580669
2871,84430.2374923
2872,51662.373534
2873,102790.580703
2874,138081.237931
2875,112869.335846
2876,166706.429721
2877,148063.444387
2878,168884.200354
2879,137946.791543
2880,105742.944275
2881,149851.261004
2882,180313.758126
2883,201945.636324
2884,203550.602904
2885,193100.081453
2886,241676.549674
2887,90226.4415778
2888,139219.868765
2889,58900.2767513
2890,75907.1261577
2891,136795.300658
2892,50919.0652313
2893,78990.1396948
2894,62002.8617483
2895,330252.439556
2896,281204.703241
2897,208704.92961
2898,152623.308436
2899,211213.319438
2900,160448.447168
2901,206533.465461
2902,197003.384207
2903,331773.110996
2904,345982.658238
2905,90618.8766931
2906,196253.987592
2907,113231.792829
2908,134400.708602
2909,154520.693275
2910,79211.6721934
2911,83798.3414934
2912,146337.84457
2913,82155.2264042
2914,81094.6818576
2915,90146.6664054
2916,82714.5896833
2917,166017.410893
2918,120416.148499
2919,210877.49688
